grp in,advid,count(),SQ,JDQ,full-conversion,billing-conversion
dplugin_theseus_iq_utility1,25942421,3,0,1,1,0
dplugin_theseus_iq_utility2,25942422,2,1,0,1,0
dplugin_theseus_iq_utility3,25942427,1,0,0,0,1
dplugin_theseus_iq_utility2,25942433,1,1,0,1,0
dplugin_theseus_iq_utility3,25942437,1,0,0,1,0
dplugin_theseus_iq_utility2,25942438,1,1,0,1,0
dplugin_theseus_iq_utility0,25942444,1,1,1,1,0
dplugin_theseus_iq_utility3,25942447,4,0,0,1,1
dplugin_theseus_iq_utility3,25942450,1,0,0,1,0
dplugin_theseus_iq_utility3,25942466,1,0,0,1,0
dplugin_theseus_iq_utility0,25942487,2,1,1,1,0
dplugin_theseus_iq_utility2,25942488,3,1,0,1,1
dplugin_theseus_iq_utility3,25942492,1,0,0,1,0
dplugin_theseus_iq_utility3,25942501,1,0,0,1,0
dplugin_theseus_iq_utility0,25942510,1,1,1,0,0
dplugin_theseus_iq_utility2,25942514,1,1,0,1,0
dplugin_theseus_iq_utility2,25942517,1,1,0,1,0
dplugin_theseus_iq_utility0,25942519,2,1,1,0,0
dplugin_theseus_iq_utility0,25942527,3,1,1,1,0
dplugin_theseus_iq_utility2,25942529,1,1,0,1,0
dplugin_theseus_iq_utility1,25942548,1,0,1,1,0
dplugin_theseus_iq_utility0,25942550,1,1,1,1,0
dplugin_theseus_iq_utility1,25942552,1,0,1,1,0
dplugin_theseus_iq_utility3,25942557,1,0,0,1,0
dplugin_theseus_iq_utility2,25942562,3,1,0,1,0
dplugin_theseus_iq_utility0,25942563,1,1,1,0,0
dplugin_theseus_iq_utility2,25942566,1,1,0,1,0
dplugin_theseus_iq_utility2,25942576,3,1,0,1,0
dplugin_theseus_iq_utility0,25942578,1,1,1,0,0
dplugin_theseus_iq_utility2,25942586,14,1,0,1,0
dplugin_theseus_iq_utility3,25942601,2,0,0,1,0
dplugin_theseus_iq_utility2,25942603,3,1,0,1,0
dplugin_theseus_iq_utility2,25942608,1,1,0,1,0
dplugin_theseus_iq_utility1,25942616,1,0,1,1,0
dplugin_theseus_iq_utility1,25942626,4,0,1,1,0
dplugin_theseus_iq_utility2,25942628,1,1,0,1,0
dplugin_theseus_iq_utility0,25942630,3,1,1,1,0
dplugin_theseus_iq_utility0,25942635,4,1,1,1,0
dplugin_theseus_iq_utility0,25942637,13,1,1,1,0
dplugin_theseus_iq_utility1,25942639,5,0,1,1,1
dplugin_theseus_iq_utility1,25942640,1,0,1,1,0
dplugin_theseus_iq_utility1,25942656,1,0,1,1,0
dplugin_theseus_iq_utility2,25942659,1,1,0,1,0
dplugin_theseus_iq_utility2,25942670,1,1,0,1,0
dplugin_theseus_iq_utility0,25942686,1,1,1,1,0
dplugin_theseus_iq_utility3,25942695,13,0,0,1,1
dplugin_theseus_iq_utility2,25942709,1,1,0,0,0
dplugin_theseus_iq_utility0,25942718,1,1,1,1,0
dplugin_theseus_iq_utility0,25942731,1,1,1,1,0
dplugin_theseus_iq_utility1,25942738,1,0,1,1,0
dplugin_theseus_iq_utility2,25942742,1,1,0,1,0
dplugin_theseus_iq_utility0,25942744,1,1,1,1,0
dplugin_theseus_iq_utility0,25942749,2,1,1,1,1
dplugin_theseus_iq_utility0,25942750,2,1,1,1,0
dplugin_theseus_iq_utility0,25942758,1,1,1,1,0
dplugin_theseus_iq_utility2,25942759,1,1,0,1,0
dplugin_theseus_iq_utility0,25942767,2,1,1,1,0
dplugin_theseus_iq_utility1,25942772,1,0,1,1,0
dplugin_theseus_iq_utility2,25942780,2,1,0,0,0
dplugin_theseus_iq_utility2,25942782,1,1,0,1,0
dplugin_theseus_iq_utility0,25942791,2,1,1,1,0
dplugin_theseus_iq_utility3,25942795,1,0,0,1,0
dplugin_theseus_iq_utility0,25942803,1,1,1,1,0
dplugin_theseus_iq_utility0,25942815,1,1,1,1,0
dplugin_theseus_iq_utility3,25942820,1,0,0,1,0
dplugin_theseus_iq_utility2,25942832,16,1,0,1,0
dplugin_theseus_iq_utility1,25942836,1,0,1,1,0
dplugin_theseus_iq_utility0,25942842,1,1,1,1,0
dplugin_theseus_iq_utility0,25942843,1,1,1,1,0
dplugin_theseus_iq_utility3,25942851,3,0,0,1,0
dplugin_theseus_iq_utility1,25942852,2,0,1,1,0
dplugin_theseus_iq_utility3,25942860,1,0,0,1,0
dplugin_theseus_iq_utility1,25942868,1,0,1,1,0
dplugin_theseus_iq_utility3,25942874,1,0,0,1,0
dplugin_theseus_iq_utility2,25942880,1,1,0,1,0
dplugin_theseus_iq_utility3,25942881,1,0,0,1,0
dplugin_theseus_iq_utility1,25942888,7,0,1,1,1
dplugin_theseus_iq_utility1,25942891,6,0,1,1,0
dplugin_theseus_iq_utility1,25942893,1,0,1,1,0
dplugin_theseus_iq_utility1,25942894,1,0,1,1,0
dplugin_theseus_iq_utility0,25942895,2,1,1,1,0
dplugin_theseus_iq_utility3,25942924,1,0,0,1,0
dplugin_theseus_iq_utility0,25942936,30,1,1,1,1
dplugin_theseus_iq_utility2,25942944,1,1,0,1,0
dplugin_theseus_iq_utility1,25942946,2,0,1,1,0
dplugin_theseus_iq_utility1,25942949,1,0,1,1,0
dplugin_theseus_iq_utility0,25942951,1,1,1,1,0
dplugin_theseus_iq_utility2,25942953,2,1,0,1,0
dplugin_theseus_iq_utility1,25942959,1,0,1,0,0
dplugin_theseus_iq_utility0,25942964,5,1,1,1,1
dplugin_theseus_iq_utility3,25942967,10,0,0,1,0
dplugin_theseus_iq_utility1,25942971,4,0,1,1,0
dplugin_theseus_iq_utility0,25942972,1,1,1,1,0
dplugin_theseus_iq_utility3,25942973,3,0,0,1,0
dplugin_theseus_iq_utility2,25942981,5,1,0,1,0
dplugin_theseus_iq_utility0,25942986,1,1,1,1,0
dplugin_theseus_iq_utility1,25942987,1,0,1,1,0
dplugin_theseus_iq_utility3,25942991,2,0,0,1,0
dplugin_theseus_iq_utility1,25943007,1,0,1,1,0
dplugin_theseus_iq_utility2,25943015,1,1,0,1,0
dplugin_theseus_iq_utility0,25943026,2,1,1,1,1
dplugin_theseus_iq_utility3,25943032,1,0,0,1,0
dplugin_theseus_iq_utility0,25943033,5,1,1,1,1
dplugin_theseus_iq_utility2,25943043,4,1,0,1,1
dplugin_theseus_iq_utility2,25943053,1,1,0,1,0
dplugin_theseus_iq_utility1,25943056,1,0,1,1,0
dplugin_theseus_iq_utility0,25943060,4,1,1,1,0
dplugin_theseus_iq_utility0,25943064,1,1,1,1,1
dplugin_theseus_iq_utility3,25943065,1,0,0,1,0
dplugin_theseus_iq_utility3,25943066,1,0,0,1,0
dplugin_theseus_iq_utility2,25943069,1,1,0,1,0
dplugin_theseus_iq_utility3,25943082,1,0,0,0,1
dplugin_theseus_iq_utility2,25943089,3,1,0,1,1
dplugin_theseus_iq_utility0,25943092,1,1,1,1,0
dplugin_theseus_iq_utility3,25943097,2,0,0,1,1
dplugin_theseus_iq_utility2,25943103,1,1,0,1,1
dplugin_theseus_iq_utility0,25943104,1,1,1,1,0
dplugin_theseus_iq_utility0,25943105,1,1,1,1,0
dplugin_theseus_iq_utility2,25943109,1,1,0,1,0
dplugin_theseus_iq_utility0,25943122,1,1,1,1,0
dplugin_theseus_iq_utility0,25943130,1,1,1,1,0
dplugin_theseus_iq_utility2,25943139,1,1,0,1,0
dplugin_theseus_iq_utility3,25943144,1,0,0,1,0
dplugin_theseus_iq_utility3,25943145,8,0,0,1,0
dplugin_theseus_iq_utility0,25943154,1,1,1,1,0
dplugin_theseus_iq_utility1,25943162,1,0,1,1,0
dplugin_theseus_iq_utility3,25943163,6,0,0,1,0
dplugin_theseus_iq_utility0,25943166,1,1,1,1,0
dplugin_theseus_iq_utility3,25943167,3,0,0,1,0
dplugin_theseus_iq_utility3,25943173,1,0,0,0,0
dplugin_theseus_iq_utility3,25943186,1,0,0,1,0
dplugin_theseus_iq_utility3,25943187,1,0,0,1,0
dplugin_theseus_iq_utility3,25943189,1,0,0,1,1
dplugin_theseus_iq_utility1,25943192,1,0,1,1,0
dplugin_theseus_iq_utility0,25943197,1,1,1,0,0
dplugin_theseus_iq_utility3,25943199,1,0,0,1,0
dplugin_theseus_iq_utility1,25943221,1,0,1,1,0
dplugin_theseus_iq_utility1,25943232,1,0,1,1,0
dplugin_theseus_iq_utility0,25943236,1,1,1,1,0
dplugin_theseus_iq_utility3,25943265,2,0,0,1,0
dplugin_theseus_iq_utility0,25943273,4,1,1,1,0
dplugin_theseus_iq_utility0,25943279,2,1,1,1,0
dplugin_theseus_iq_utility0,25943287,1,1,1,1,0
dplugin_theseus_iq_utility3,25943295,14,0,0,1,0
dplugin_theseus_iq_utility1,25943298,1,0,1,1,0
dplugin_theseus_iq_utility1,25943300,1,0,1,1,0
dplugin_theseus_iq_utility1,25943303,3,0,1,1,0
dplugin_theseus_iq_utility1,25943319,1,0,1,1,0
dplugin_theseus_iq_utility0,25943320,4,1,1,1,1
dplugin_theseus_iq_utility2,25943321,1,1,0,1,0
dplugin_theseus_iq_utility3,25943331,1,0,0,1,0
dplugin_theseus_iq_utility1,25943343,1,0,1,1,0
dplugin_theseus_iq_utility2,25943357,26,1,0,1,0
dplugin_theseus_iq_utility0,25943364,4,1,1,1,1
dplugin_theseus_iq_utility1,25943377,1,0,1,1,0
dplugin_theseus_iq_utility3,25943383,2,0,0,1,0
dplugin_theseus_iq_utility3,25943384,1,0,0,1,0
dplugin_theseus_iq_utility2,25943391,1,1,0,1,0
dplugin_theseus_iq_utility2,25943400,2,1,0,1,0
dplugin_theseus_iq_utility2,25943426,4,1,0,1,1
dplugin_theseus_iq_utility3,25943427,1,0,0,0,0
dplugin_theseus_iq_utility1,25943438,1,0,1,1,0
dplugin_theseus_iq_utility0,25943439,2,1,1,1,0
dplugin_theseus_iq_utility3,25943456,5,0,0,1,0
dplugin_theseus_iq_utility0,25943459,1,1,1,1,0
dplugin_theseus_iq_utility0,25943467,1,1,1,1,0
dplugin_theseus_iq_utility0,25943469,1,1,1,1,0
dplugin_theseus_iq_utility3,25943473,1,0,0,0,0
dplugin_theseus_iq_utility0,25943484,1,1,1,1,0
dplugin_theseus_iq_utility2,25943492,1,1,0,1,0
dplugin_theseus_iq_utility2,25943497,1,1,0,1,0
dplugin_theseus_iq_utility2,25943501,1,1,0,1,0
dplugin_theseus_iq_utility2,25943506,4,1,0,1,0
dplugin_theseus_iq_utility0,25943509,1,1,1,1,0
dplugin_theseus_iq_utility1,25943513,5,0,1,1,0
dplugin_theseus_iq_utility2,25943515,2,1,0,1,1
dplugin_theseus_iq_utility2,25943522,1,1,0,1,0
dplugin_theseus_iq_utility1,25943528,1,0,1,1,0
dplugin_theseus_iq_utility3,25943544,1,0,0,1,0
dplugin_theseus_iq_utility3,25943552,2,0,0,1,0
dplugin_theseus_iq_utility3,25943573,1,0,0,0,0
dplugin_theseus_iq_utility0,25943584,20,1,1,1,0
dplugin_theseus_iq_utility2,25943589,1,1,0,1,0
dplugin_theseus_iq_utility2,25943590,4,1,0,0,0
dplugin_theseus_iq_utility1,25943592,2,0,1,0,0
dplugin_theseus_iq_utility3,25943593,8,0,0,1,0
dplugin_theseus_iq_utility1,25943594,13,0,1,0,0
dplugin_theseus_iq_utility1,25943600,1,0,1,1,0
dplugin_theseus_iq_utility2,25943602,1,1,0,0,0
dplugin_theseus_iq_utility1,25943604,1,0,1,1,0
dplugin_theseus_iq_utility2,25943607,5,1,0,1,0
dplugin_theseus_iq_utility2,25943613,2,1,0,1,0
dplugin_theseus_iq_utility3,25943616,1,0,0,0,0
dplugin_theseus_iq_utility1,25943617,3,0,1,1,0
dplugin_theseus_iq_utility3,25943619,4,0,0,1,0
dplugin_theseus_iq_utility0,25943626,4,1,1,1,0
dplugin_theseus_iq_utility1,25943629,2,0,1,0,0
dplugin_theseus_iq_utility0,25943636,2,1,1,1,0
dplugin_theseus_iq_utility2,25943644,5,1,0,1,0
dplugin_theseus_iq_utility3,25943652,1,0,0,1,0
dplugin_theseus_iq_utility2,25943671,1,1,0,1,0
dplugin_theseus_iq_utility1,25943673,1,0,1,1,1
dplugin_theseus_iq_utility0,25943688,2,1,1,1,0
dplugin_theseus_iq_utility1,25943695,3,0,1,1,0
dplugin_theseus_iq_utility1,25943699,1,0,1,0,0
dplugin_theseus_iq_utility3,25943725,1,0,0,0,0
dplugin_theseus_iq_utility0,25943729,6,1,1,1,0
dplugin_theseus_iq_utility1,25943741,1,0,1,1,0
dplugin_theseus_iq_utility1,25943747,1,0,1,1,0
dplugin_theseus_iq_utility0,25943761,1,1,1,0,0
dplugin_theseus_iq_utility3,25943765,1,0,0,1,0
dplugin_theseus_iq_utility3,25943785,2,0,0,1,0
dplugin_theseus_iq_utility1,25943792,1,0,1,1,0
dplugin_theseus_iq_utility1,25943796,10,0,1,1,0
dplugin_theseus_iq_utility3,25943799,1,0,0,1,0
dplugin_theseus_iq_utility0,25943806,1,1,1,1,0
dplugin_theseus_iq_utility2,25943812,3,1,0,1,0
dplugin_theseus_iq_utility3,25943814,32,0,0,1,1
dplugin_theseus_iq_utility1,25943819,4,0,1,1,0
dplugin_theseus_iq_utility2,25943833,1,1,0,1,0
dplugin_theseus_iq_utility1,25943848,1,0,1,1,1
dplugin_theseus_iq_utility3,25943849,1,0,0,1,0
dplugin_theseus_iq_utility2,25943850,1,1,0,1,0
dplugin_theseus_iq_utility2,25943851,1,1,0,1,0
dplugin_theseus_iq_utility2,25943855,1,1,0,1,0
dplugin_theseus_iq_utility2,25943864,1,1,0,0,0
dplugin_theseus_iq_utility0,25943867,3,1,1,1,0
dplugin_theseus_iq_utility3,25943891,4,0,0,1,0
dplugin_theseus_iq_utility1,25943897,1,0,1,1,0
dplugin_theseus_iq_utility3,25943906,2,0,0,0,0
dplugin_theseus_iq_utility0,25943910,24,1,1,1,0
dplugin_theseus_iq_utility3,25943914,1,0,0,1,0
dplugin_theseus_iq_utility0,25943927,1,1,1,0,0
dplugin_theseus_iq_utility2,25943934,1,1,0,1,0
dplugin_theseus_iq_utility1,25943943,5,0,1,1,0
dplugin_theseus_iq_utility3,25943946,21,0,0,1,0
dplugin_theseus_iq_utility0,25943960,1,1,1,1,0
dplugin_theseus_iq_utility0,25943968,1,1,1,1,0
dplugin_theseus_iq_utility0,25944001,23,1,1,1,0
dplugin_theseus_iq_utility1,25944010,1,0,1,1,0
dplugin_theseus_iq_utility3,25944028,1,0,0,1,0
dplugin_theseus_iq_utility2,25944030,3,1,0,1,1
dplugin_theseus_iq_utility3,25944033,1,0,0,1,0
dplugin_theseus_iq_utility2,25944042,1,1,0,1,0
dplugin_theseus_iq_utility0,25944046,1,1,1,1,0
dplugin_theseus_iq_utility0,25944047,2,1,1,1,1
dplugin_theseus_iq_utility1,25944050,2,0,1,1,0
dplugin_theseus_iq_utility0,25944051,1,1,1,1,0
dplugin_theseus_iq_utility1,25944063,1,0,1,1,0
dplugin_theseus_iq_utility0,25944069,1,1,1,1,0
dplugin_theseus_iq_utility3,25944072,1,0,0,1,0
dplugin_theseus_iq_utility2,25944076,1,1,0,1,0
dplugin_theseus_iq_utility1,25944078,1,0,1,0,1
dplugin_theseus_iq_utility2,25944082,1,1,0,1,0
dplugin_theseus_iq_utility0,25944084,3,1,1,1,0
dplugin_theseus_iq_utility2,25944106,4,1,0,0,0
dplugin_theseus_iq_utility2,25944109,1,1,0,0,0
dplugin_theseus_iq_utility2,25944118,6,1,0,1,0
dplugin_theseus_iq_utility0,25944119,4,1,1,1,0
dplugin_theseus_iq_utility1,25944121,1,0,1,1,0
dplugin_theseus_iq_utility2,25944122,1,1,0,1,0
dplugin_theseus_iq_utility2,25944130,8,1,0,1,0
dplugin_theseus_iq_utility2,25944135,2,1,0,1,1
dplugin_theseus_iq_utility0,25944141,2,1,1,0,0
dplugin_theseus_iq_utility3,25944142,3,0,0,1,0
dplugin_theseus_iq_utility1,25944152,1,0,1,1,0
dplugin_theseus_iq_utility1,25944177,1,0,1,0,0
dplugin_theseus_iq_utility2,25944178,6,1,0,1,0
dplugin_theseus_iq_utility0,25944202,1,1,1,1,0
dplugin_theseus_iq_utility2,25944208,4,1,0,1,0
dplugin_theseus_iq_utility2,25944221,1,1,0,1,0
dplugin_theseus_iq_utility0,25944236,1,1,1,1,0
dplugin_theseus_iq_utility1,25944238,1,0,1,1,0
dplugin_theseus_iq_utility1,25944247,1,0,1,1,0
dplugin_theseus_iq_utility3,25944249,2,0,0,1,0
dplugin_theseus_iq_utility1,25944260,1,0,1,1,0
dplugin_theseus_iq_utility0,25944280,1,1,1,1,0
dplugin_theseus_iq_utility0,25944284,1,1,1,1,0
dplugin_theseus_iq_utility1,25944293,6,0,1,1,0
dplugin_theseus_iq_utility2,25944300,1,1,0,1,0
dplugin_theseus_iq_utility3,25944301,6,0,0,1,1
dplugin_theseus_iq_utility2,25944307,1,1,0,1,0
dplugin_theseus_iq_utility0,25944310,1,1,1,1,0
dplugin_theseus_iq_utility0,25944327,1,1,1,1,0
dplugin_theseus_iq_utility2,25944331,1,1,0,0,0
dplugin_theseus_iq_utility1,25944357,1,0,1,1,0
dplugin_theseus_iq_utility0,25944360,5,1,1,1,0
dplugin_theseus_iq_utility1,25944410,1,0,1,1,0
dplugin_theseus_iq_utility3,25944419,2,0,0,1,0
dplugin_theseus_iq_utility2,25944423,4,1,0,1,0
dplugin_theseus_iq_utility0,25944429,2,1,1,1,0
dplugin_theseus_iq_utility0,25944430,2,1,1,0,0
dplugin_theseus_iq_utility2,25944438,1,1,0,1,0
dplugin_theseus_iq_utility2,25944449,1,1,0,0,0
dplugin_theseus_iq_utility3,25944454,1,0,0,1,0
dplugin_theseus_iq_utility1,25944455,4,0,1,1,0
dplugin_theseus_iq_utility3,25944477,1,0,0,1,0
dplugin_theseus_iq_utility3,25944478,1,0,0,1,0
dplugin_theseus_iq_utility1,25944480,3,0,1,0,0
dplugin_theseus_iq_utility1,25944492,4,0,1,1,0
dplugin_theseus_iq_utility2,25944495,1,1,0,1,0
dplugin_theseus_iq_utility2,25944499,1,1,0,1,0
dplugin_theseus_iq_utility1,25944518,1,0,1,1,0
dplugin_theseus_iq_utility2,25944520,1,1,0,0,0
dplugin_theseus_iq_utility0,25944555,4,1,1,1,0
dplugin_theseus_iq_utility2,25944557,2,1,0,1,0
dplugin_theseus_iq_utility3,25944576,3,0,0,1,0
dplugin_theseus_iq_utility1,25944579,1,0,1,1,0
dplugin_theseus_iq_utility0,25944593,1,1,1,1,0
dplugin_theseus_iq_utility2,25944604,1,1,0,1,0
dplugin_theseus_iq_utility3,25944610,1,0,0,1,0
dplugin_theseus_iq_utility0,25944611,1,1,1,1,0
dplugin_theseus_iq_utility1,25944616,1,0,1,0,0
dplugin_theseus_iq_utility3,25944619,1,0,0,0,0
dplugin_theseus_iq_utility3,25944632,4,0,0,1,0
dplugin_theseus_iq_utility1,25944634,2,0,1,1,0
dplugin_theseus_iq_utility3,25944646,1,0,0,1,0
dplugin_theseus_iq_utility1,25944658,1,0,1,1,0
dplugin_theseus_iq_utility2,25944661,2,1,0,1,0
dplugin_theseus_iq_utility2,25944671,1,1,0,1,0
dplugin_theseus_iq_utility2,25944679,2,1,0,1,0
dplugin_theseus_iq_utility2,25944684,1,1,0,1,0
dplugin_theseus_iq_utility2,25944700,5,1,0,1,0
dplugin_theseus_iq_utility2,25944708,1,1,0,0,0
dplugin_theseus_iq_utility2,25944712,1,1,0,1,0
dplugin_theseus_iq_utility1,25944718,1,0,1,1,0
dplugin_theseus_iq_utility1,25944736,2,0,1,1,0
dplugin_theseus_iq_utility0,25944740,2,1,1,1,0
dplugin_theseus_iq_utility0,25944752,1,1,1,1,0
dplugin_theseus_iq_utility3,25944770,1,0,0,0,0
dplugin_theseus_iq_utility1,25944784,15,0,1,1,1
dplugin_theseus_iq_utility3,25944787,10,0,0,1,0
dplugin_theseus_iq_utility2,25944790,1,1,0,1,0
dplugin_theseus_iq_utility0,25944805,1,1,1,1,0
dplugin_theseus_iq_utility3,25944828,2,0,0,1,0
dplugin_theseus_iq_utility2,25944853,3,1,0,1,0
dplugin_theseus_iq_utility1,25944856,1,0,1,1,0
dplugin_theseus_iq_utility0,25944896,2,1,1,1,0
dplugin_theseus_iq_utility0,25944901,1,1,1,1,0
dplugin_theseus_iq_utility3,25944905,1,0,0,1,0
dplugin_theseus_iq_utility3,25944917,1,0,0,1,0
dplugin_theseus_iq_utility2,25944926,2,1,0,1,1
dplugin_theseus_iq_utility3,25944928,3,0,0,1,1
dplugin_theseus_iq_utility3,25944939,12,0,0,1,0
dplugin_theseus_iq_utility0,25944953,1,1,1,0,0
dplugin_theseus_iq_utility2,25944955,4,1,0,1,0
dplugin_theseus_iq_utility2,25944962,1,1,0,0,0
dplugin_theseus_iq_utility3,25944964,1,0,0,1,0
dplugin_theseus_iq_utility1,25944972,1,0,1,1,0
dplugin_theseus_iq_utility0,25944980,1,1,1,1,0
dplugin_theseus_iq_utility3,25944991,1,0,0,1,0
dplugin_theseus_iq_utility1,25944993,1,0,1,0,0
dplugin_theseus_iq_utility3,25944999,1,0,0,1,0
dplugin_theseus_iq_utility1,25945012,1,0,1,1,0
dplugin_theseus_iq_utility3,25945045,5,0,0,0,1
dplugin_theseus_iq_utility2,25945051,1,1,0,0,0
dplugin_theseus_iq_utility3,25945054,1,0,0,1,0
dplugin_theseus_iq_utility2,25945060,1,1,0,0,0
dplugin_theseus_iq_utility3,25945086,1,0,0,1,0
dplugin_theseus_iq_utility2,25945099,1,1,0,1,0
dplugin_theseus_iq_utility0,25945100,1,1,1,1,0
dplugin_theseus_iq_utility2,25945106,5,1,0,1,0
dplugin_theseus_iq_utility0,25945111,4,1,1,1,0
dplugin_theseus_iq_utility1,25945119,1,0,1,1,0
dplugin_theseus_iq_utility1,25945172,16,0,1,1,0
dplugin_theseus_iq_utility0,25945179,1,1,1,0,0
dplugin_theseus_iq_utility2,25945185,1,1,0,1,0
dplugin_theseus_iq_utility1,25945191,3,0,1,0,0
dplugin_theseus_iq_utility2,25945222,1,1,0,1,0
dplugin_theseus_iq_utility0,25945235,3,1,1,1,1
dplugin_theseus_iq_utility3,25945252,2,0,0,1,0
dplugin_theseus_iq_utility0,25945253,1,1,1,1,0
dplugin_theseus_iq_utility0,25945287,6,1,1,0,0
dplugin_theseus_iq_utility3,25945298,1,0,0,1,0
dplugin_theseus_iq_utility1,25945306,1,0,1,1,0
dplugin_theseus_iq_utility3,25945315,8,0,0,1,0
dplugin_theseus_iq_utility2,25945318,1,1,0,1,0
dplugin_theseus_iq_utility1,25945321,1,0,1,1,0
dplugin_theseus_iq_utility2,25945323,1,1,0,1,0
dplugin_theseus_iq_utility1,25945326,1,0,1,0,0
dplugin_theseus_iq_utility0,25945345,6,1,1,1,0
dplugin_theseus_iq_utility3,25945362,2,0,0,1,0
dplugin_theseus_iq_utility1,25945379,1,0,1,1,0
dplugin_theseus_iq_utility1,25945402,1,0,1,1,0
dplugin_theseus_iq_utility0,25945413,5,1,1,1,0
dplugin_theseus_iq_utility1,25945417,19,0,1,1,0
dplugin_theseus_iq_utility0,25945427,1,1,1,1,0
dplugin_theseus_iq_utility0,25945434,1,1,1,1,0
dplugin_theseus_iq_utility2,25945446,1,1,0,0,0
dplugin_theseus_iq_utility3,25945448,4,0,0,1,0
dplugin_theseus_iq_utility1,25945452,1,0,1,1,0
dplugin_theseus_iq_utility3,25945474,1,0,0,1,0
dplugin_theseus_iq_utility2,25945486,1,1,0,1,0
dplugin_theseus_iq_utility3,25945508,1,0,0,1,0
dplugin_theseus_iq_utility2,25945516,1,1,0,1,0
dplugin_theseus_iq_utility3,25945520,1,0,0,1,1
dplugin_theseus_iq_utility2,25945525,1,1,0,1,0
dplugin_theseus_iq_utility0,25945552,1,1,1,1,0
dplugin_theseus_iq_utility1,25945560,5,0,1,1,1
dplugin_theseus_iq_utility0,25945566,3,1,1,1,0
dplugin_theseus_iq_utility2,25945577,6,1,0,1,0
dplugin_theseus_iq_utility3,25945582,5,0,0,1,0
dplugin_theseus_iq_utility0,25945608,4,1,1,1,0
dplugin_theseus_iq_utility1,25945614,2,0,1,1,0
dplugin_theseus_iq_utility3,25945619,1,0,0,1,0
dplugin_theseus_iq_utility3,25945658,3,0,0,1,0
dplugin_theseus_iq_utility1,25945695,1,0,1,0,0
dplugin_theseus_iq_utility2,25945701,1,1,0,1,0
dplugin_theseus_iq_utility3,25945704,1,0,0,1,0
dplugin_theseus_iq_utility2,25945723,1,1,0,1,0
dplugin_theseus_iq_utility2,25945735,1,1,0,1,0
dplugin_theseus_iq_utility0,25945744,1,1,1,0,0
dplugin_theseus_iq_utility1,25945754,2,0,1,1,1
dplugin_theseus_iq_utility0,25945805,1,1,1,1,0
dplugin_theseus_iq_utility0,25945815,1,1,1,1,0
dplugin_theseus_iq_utility2,25945835,1,1,0,1,0
dplugin_theseus_iq_utility2,25945844,1,1,0,1,0
dplugin_theseus_iq_utility3,25945898,1,0,0,0,0
dplugin_theseus_iq_utility3,25945931,1,0,0,1,0
dplugin_theseus_iq_utility3,25945937,8,0,0,1,0
dplugin_theseus_iq_utility1,25945947,1,0,1,1,0
dplugin_theseus_iq_utility0,25945965,1,1,1,1,0
dplugin_theseus_iq_utility1,25946004,2,0,1,1,0
dplugin_theseus_iq_utility3,25946054,1,0,0,1,0
dplugin_theseus_iq_utility1,25946056,1,0,1,1,1
dplugin_theseus_iq_utility3,25946059,1,0,0,1,0
dplugin_theseus_iq_utility1,25946090,1,0,1,1,0
dplugin_theseus_iq_utility1,25946099,1,0,1,1,0
dplugin_theseus_iq_utility1,25946113,1,0,1,1,0
dplugin_theseus_iq_utility3,25946130,1,0,0,1,0
dplugin_theseus_iq_utility1,25946153,4,0,1,1,1
dplugin_theseus_iq_utility1,25946190,1,0,1,1,0
dplugin_theseus_iq_utility0,25946192,1,1,1,1,0
dplugin_theseus_iq_utility0,25946208,1,1,1,0,0
dplugin_theseus_iq_utility0,25946212,1,1,1,0,0
dplugin_theseus_iq_utility3,25946214,1,0,0,0,0
dplugin_theseus_iq_utility0,25946285,9,1,1,1,0
dplugin_theseus_iq_utility0,25946305,1,1,1,1,0
dplugin_theseus_iq_utility0,25946342,2,1,1,1,0
dplugin_theseus_iq_utility3,25946345,1,0,0,1,0
dplugin_theseus_iq_utility0,25946355,2,1,1,1,0
dplugin_theseus_iq_utility3,25946369,1,0,0,1,0
dplugin_theseus_iq_utility1,25946409,1,0,1,1,0
dplugin_theseus_iq_utility3,25946412,1,0,0,1,0
dplugin_theseus_iq_utility1,25946426,1,0,1,1,0
dplugin_theseus_iq_utility0,25946427,1,1,1,1,0
dplugin_theseus_iq_utility1,25946432,1,0,1,1,0
dplugin_theseus_iq_utility0,25946456,1,1,1,1,0
dplugin_theseus_iq_utility2,25946464,2,1,0,1,1
dplugin_theseus_iq_utility0,25946497,1,1,1,1,0
dplugin_theseus_iq_utility0,25946539,1,1,1,0,0
dplugin_theseus_iq_utility2,25946584,1,1,0,0,0
dplugin_theseus_iq_utility2,25946623,1,1,0,1,0
dplugin_theseus_iq_utility2,25946641,1,1,0,1,0
dplugin_theseus_iq_utility3,25946678,1,0,0,1,0
dplugin_theseus_iq_utility2,25946690,1,1,0,1,0
dplugin_theseus_iq_utility2,25946708,15,1,0,1,1
dplugin_theseus_iq_utility3,25946709,1,0,0,1,0
dplugin_theseus_iq_utility0,25946721,1,1,1,1,0
dplugin_theseus_iq_utility0,25946743,1,1,1,1,0
dplugin_theseus_iq_utility1,25946798,1,0,1,1,0
dplugin_theseus_iq_utility3,25946803,1,0,0,1,0
dplugin_theseus_iq_utility2,25946809,1,1,0,0,0
dplugin_theseus_iq_utility2,25946837,1,1,0,1,0
dplugin_theseus_iq_utility3,25946856,1,0,0,1,0
